;BUX;BUMIX;;
11-ian-2011;22.260,32;1.957,81;;
10-ian-2011;22.153,63;1.952,58;;
07-ian-2011;22.271,24;1.962,89;;
06-ian-2011;22.446,78;1.967,77;;
05-ian-2011;22.117,59;1.953,47;;
04-ian-2011;21.945,90;1.948,38;;
03-ian-2011;21.745,86;1.941,34;;
31-dec-2010;21.327,07;1.929,42;;
30-dec-2010;21.296,46;1.917,93;;
29-dec-2010;21.453,60;1.923,96;;
28-dec-2010;21.459,94;1.930,86;;
27-dec-2010;21.516,06;1.938,96;;
23-dec-2010;21.446,58;1.931,08;;
22-dec-2010;21.527,74;1.935,09;;
21-dec-2010;21.148,37;1.933,55;;
20-dec-2010;21.237,46;1.937,91;;
17-dec-2010;21.218,27;1.960,95;;
16-dec-2010;21.215,78;1.936,59;;
15-dec-2010;21.283,71;1.927,52;;
14-dec-2010;21.378,57;1.926,55;;
13-dec-2010;21.353,25;1.930,46;;
10-dec-2010;21.465,16;1.937,12;;
09-dec-2010;21.671,73;1.941,05;;
08-dec-2010;21.763,33;1.951,84;;
07-dec-2010;21.707,61;1.921,06;;
06-dec-2010;21.370,03;1.886,99;;
03-dec-2010;21.519,43;1.908,90;;
02-dec-2010;21.065,24;1.914,30;;
01-dec-2010;21.291,84;1.904,89;;
30-nov-2010;20.639,64;1.883,09;;
29-nov-2010;20.221,37;1.843,02;;
26-nov-2010;20.763,54;1.895,59;;
25-nov-2010;21.364,54;1.948,77;;
24-nov-2010;21.992,72;1.983,71;;
23-nov-2010;21.953,54;1.980,41;;
22-nov-2010;22.285,20;2.012,90;;
19-nov-2010;22.493,32;2.008,12;;
18-nov-2010;22.570,23;2.024,51;;
17-nov-2010;22.079,12;1.995,75;;
16-nov-2010;21.940,67;2.003,33;;
15-nov-2010;22.362,05;2.034,91;;
12-nov-2010;22.126,41;2.042,18;;
11-nov-2010;21.707,90;1.995,41;;
10-nov-2010;22.225,42;2.021,75;;
09-nov-2010;23.323,52;2.108,23;;
08-nov-2010;23.127,36;2.102,73;;
05-nov-2010;23.205,45;2.109,02;;
04-nov-2010;23.326,41;2.113,18;;
03-nov-2010;23.075,06;2.080,96;;
02-nov-2010;23.153,66;2.105,71;;
29-oct-2010;23.146,69;2.117,74;;
28-oct-2010;23.102,43;2.100,82;;
27-oct-2010;23.011,77;2.104,09;;
26-oct-2010;23.261,50;2.111,18;;
25-oct-2010;23.418,03;2.118,88;;
22-oct-2010;23.230,91;2.098,70;;
21-oct-2010;23.665,50;2.147,96;;
20-oct-2010;23.628,15;2.171,57;;
19-oct-2010;23.477,20;2.172,76;;
18-oct-2010;23.407,53;2.200,46;;
15-oct-2010;23.415,07;2.206,50;;
14-oct-2010;23.499,09;2.200,73;;
13-oct-2010;23.648,58;2.201,70;;
12-oct-2010;23.405,97;2.177,00;;
11-oct-2010;23.526,91;2.173,98;;
08-oct-2010;23.416,53;2.158,86;;
07-oct-2010;23.536,46;2.155,11;;
06-oct-2010;23.385,19;2.158,50;;
05-oct-2010;23.195,80;2.167,64;;
04-oct-2010;23.079,97;2.150,95;;
01-oct-2010;23.045,95;2.150,03;;
30-sept-2010;23.239,93;2.145,18;;
29-sept-2010;22.818,43;2.142,55;;
28-sept-2010;22.917,28;2.129,20;;
27-sept-2010;22.895,27;2.140,77;;
24-sept-2010;22.850,10;2.122,24;;
23-sept-2010;22.748,70;2.091,12;;
22-sept-2010;22.807,82;2.086,41;;
21-sept-2010;22.851,68;2.080,55;;
20-sept-2010;23.055,39;2.076,23;;
17-sept-2010;23.219,24;2.073,11;;
16-sept-2010;23.175,99;2.062,22;;
15-sept-2010;23.563,12;2.064,50;;
14-sept-2010;23.473,36;2.053,71;;
13-sept-2010;23.415,34;2.052,28;;
10-sept-2010;23.045,71;2.042,49;;
09-sept-2010;23.297,66;2.052,13;;
08-sept-2010;23.372,66;2.033,59;;
07-sept-2010;22.955,66;2.027,71;;
06-sept-2010;23.176,15;2.025,67;;
03-sept-2010;22.871,90;2.016,94;;
02-sept-2010;22.857,70;2.015,82;;
01-sept-2010;23.010,70;2.015,53;;
31-aug-2010;22.561,54;2.000,44;;
30-aug-2010;21.969,12;1.982,10;;
27-aug-2010;22.024,37;1.996,70;;
26-aug-2010;21.746,10;1.993,33;;
25-aug-2010;21.743,62;1.987,50;;
24-aug-2010;21.597,95;1.967,70;;
23-aug-2010;21.917,47;2.010,13;;
19-aug-2010;21.953,89;2.022,33;;
18-aug-2010;22.160,20;2.022,12;;
17-aug-2010;22.314,83;2.028,52;;
16-aug-2010;22.275,49;2.025,74;;
13-aug-2010;22.074,46;2.008,20;;
12-aug-2010;22.263,94;2.008,00;;
11-aug-2010;22.247,24;2.014,73;;
10-aug-2010;22.538,53;2.029,19;;
09-aug-2010;23.019,81;2.041,03;;
06-aug-2010;22.899,45;2.050,66;;
05-aug-2010;22.981,64;2.045,28;;
04-aug-2010;23.399,61;2.083,78;;
03-aug-2010;23.114,45;2.064,94;;
02-aug-2010;23.153,85;2.056,80;;
30-iul-2010;22.265,63;2.027,96;;
29-iul-2010;22.681,39;2.029,22;;
28-iul-2010;22.508,02;2.013,52;;
27-iul-2010;22.660,05;2.026,43;;
26-iul-2010;22.200,63;2.010,12;;
23-iul-2010;21.942,87;2.006,34;;
22-iul-2010;22.277,18;2.030,30;;
21-iul-2010;22.303,06;2.025,00;;
20-iul-2010;21.943,70;2.001,74;;
19-iul-2010;21.843,38;1.982,58;;
16-iul-2010;22.496,82;2.016,41;;
15-iul-2010;22.838,19;2.035,09;;
14-iul-2010;22.909,39;2.041,68;;
13-iul-2010;22.651,23;2.044,14;;
12-iul-2010;22.448,65;2.017,17;;
09-iul-2010;22.593,71;1.997,81;;
08-iul-2010;22.654,21;2.021,33;;
07-iul-2010;21.661,14;1.978,52;;
06-iul-2010;21.511,69;1.970,05;;
05-iul-2010;21.084,99;1.921,85;;
02-iul-2010;21.132,30;1.937,17;;
01-iul-2010;20.835,94;1.922,55;;
30-iun-2010;21.050,43;1.920,34;;
29-iun-2010;20.645,97;1.907,37;;
28-iun-2010;20.881,87;1.931,14;;
25-iun-2010;20.843,79;1.927,71;;
24-iun-2010;21.329,96;1.958,38;;
23-iun-2010;21.479,33;1.959,32;;
22-iun-2010;21.783,87;1.978,89;;
21-iun-2010;21.929,94;1.979,09;;
18-iun-2010;21.371,00;1.959,98;;
17-iun-2010;21.412,99;1.953,51;;
16-iun-2010;21.434,20;1.958,76;;
15-iun-2010;21.456,23;1.962,38;;
14-iun-2010;21.472,66;1.953,09;;
11-iun-2010;21.277,44;1.932,18;;
10-iun-2010;21.103,41;1.936,75;;
09-iun-2010;20.915,07;1.929,48;;
08-iun-2010;21.124,39;1.916,21;;
07-iun-2010;21.192,50;1.921,36;;
04-iun-2010;21.288,93;1.957,79;;
03-iun-2010;22.023,79;2.007,55;;
02-iun-2010;22.252,29;2.021,62;;
01-iun-2010;21.761,11;1.994,70;;
31-mai-2010;22.103,42;2.020,47;;
28-mai-2010;21.938,47;2.021,02;;
27-mai-2010;21.978,74;2.013,25;;
26-mai-2010;20.875,76;1.963,61;;
25-mai-2010;20.679,55;1.929,02;;
21-mai-2010;21.681,28;2.003,28;;
20-mai-2010;21.964,53;2.017,89;;
19-mai-2010;22.595,31;2.075,61;;
18-mai-2010;23.310,71;2.104,05;;
17-mai-2010;23.100,05;2.087,12;;
14-mai-2010;23.193,86;2.092,64;;
13-mai-2010;23.712,05;2.116,89;;
12-mai-2010;23.524,32;2.111,81;;
11-mai-2010;23.254,28;2.097,93;;
10-mai-2010;23.837,00;2.128,95;;
07-mai-2010;21.423,66;2.003,89;;
06-mai-2010;22.888,34;2.070,30;;
05-mai-2010;23.207,57;2.100,40;;
04-mai-2010;23.688,03;2.124,00;;
03-mai-2010;24.550,46;2.156,67;;
30-apr-2010;24.764,76;2.163,56;;
29-apr-2010;24.725,64;2.157,69;;
28-apr-2010;24.321,96;2.145,15;;
27-apr-2010;24.891,65;2.174,17;;
26-apr-2010;24.952,41;2.191,43;;
23-apr-2010;24.469,58;2.170,05;;
22-apr-2010;23.927,45;2.134,73;;
21-apr-2010;24.042,24;2.149,52;;
20-apr-2010;23.797,60;2.120,59;;
19-apr-2010;23.863,82;2.131,51;;
16-apr-2010;24.600,92;2.184,30;;
15-apr-2010;24.913,72;2.183,02;;
14-apr-2010;25.061,15;2.182,26;;
13-apr-2010;24.893,91;2.181,80;;
12-apr-2010;25.163,09;2.186,37;;
09-apr-2010;25.153,74;2.189,05;;
08-apr-2010;24.480,67;2.158,56;;
07-apr-2010;25.307,34;2.202,29;;
06-apr-2010;25.322,96;2.226,41;;
02-apr-2010;24.987,66;2.195,78;;
01-apr-2010;24.890,16;2.188,90;;
31-mar-2010;24.245,55;2.135,77;;
30-mar-2010;24.316,57;2.134,18;;
29-mar-2010;24.399,81;2.122,54;;
26-mar-2010;24.655,24;2.132,57;;
25-mar-2010;25.047,54;2.141,42;;
24-mar-2010;24.442,43;2.133,18;;
23-mar-2010;24.113,63;2.132,07;;
22-mar-2010;23.872,75;2.101,09;;
19-mar-2010;23.546,14;2.093,07;;
18-mar-2010;24.000,01;2.120,98;;
17-mar-2010;23.780,70;2.122,14;;
16-mar-2010;23.936,99;2.089,58;;
12-mar-2010;23.210,19;2.069,22;;
11-mar-2010;22.863,24;2.062,63;;
10-mar-2010;22.852,58;2.069,49;;
09-mar-2010;22.397,30;2.059,12;;
08-mar-2010;22.360,88;2.063,18;;
05-mar-2010;22.193,70;2.049,09;;
04-mar-2010;21.579,93;1.999,62;;
03-mar-2010;21.474,79;1.994,62;;
02-mar-2010;21.630,67;2.007,09;;
01-mar-2010;21.549,33;2.007,17;;
26-feb-2010;21.267,81;1.998,16;;
25-feb-2010;20.621,53;1.954,95;;
24-feb-2010;20.623,67;1.961,71;;
23-feb-2010;20.861,92;1.976,48;;
22-feb-2010;21.481,31;1.988,74;;
19-feb-2010;21.344,89;1.994,79;;
18-feb-2010;21.374,66;1.999,51;;
17-feb-2010;21.653,99;2.015,28;;
16-feb-2010;21.207,77;2.001,69;;
15-feb-2010;20.898,64;1.985,24;;
12-feb-2010;20.733,44;1.968,03;;
11-feb-2010;20.670,46;1.973,68;;
10-feb-2010;20.660,12;1.957,44;;
09-feb-2010;20.622,83;1.948,29;;
08-feb-2010;20.300,11;1.937,69;;
05-feb-2010;20.224,74;1.928,23;;
04-feb-2010;20.815,27;1.961,85;;
03-feb-2010;21.811,63;2.023,66;;
02-feb-2010;21.858,25;2.008,49;;
01-feb-2010;21.929,66;2.013,60;;
29-ian-2010;21.831,46;1.993,15;;
28-ian-2010;21.559,36;1.988,50;;
27-ian-2010;21.404,06;1.982,54;;
26-ian-2010;21.611,25;1.993,49;;
25-ian-2010;21.880,91;2.001,20;;
22-ian-2010;21.667,39;2.005,21;;
21-ian-2010;22.127,31;2.032,43;;
20-ian-2010;22.541,06;2.054,56;;
19-ian-2010;22.784,47;2.061,35;;
18-ian-2010;22.693,78;2.054,00;;
15-ian-2010;22.510,20;2.044,28;;
14-ian-2010;22.981,48;2.059,13;;
13-ian-2010;22.735,33;2.034,02;;
12-ian-2010;22.659,62;2.020,67;;
11-ian-2010;22.962,52;2.029,41;;
08-ian-2010;22.197,11;2.002,37;;
07-ian-2010;21.961,18;2.002,33;;
06-ian-2010;22.164,72;2.018,88;;
05-ian-2010;22.043,62;2.022,48;;
04-ian-2010;21.561,77;2.018,86;;
;;;;
